,chemical formula,supercell,phase,i,degeneracy,total energy [eV],ref. total energy [meV/f.u.],directory
530,Hf30LaO63Si,222,14,13,1,-13026777.2919846,-2.6093053221702576,Hf30LaO63Si_sc222/No14/13
531,Hf30LaO63Si,222,29,13,1,-13026776.2804636,29.333463072776798,Hf30LaO63Si_sc222/No29/13
532,Hf30LaO63Si,222,61,13,1,-13026776.2906614,29.011427283287052,Hf30LaO63Si_sc222/No61/13
533,Hf30LaO63Si,222,14,14,1,-13026777.1005395,3.4363294839859013,Hf30LaO63Si_sc222/No14/14
534,Hf30LaO63Si,222,29,14,1,-13026776.0551415,36.44889783859253,Hf30LaO63Si_sc222/No29/14
535,Hf30LaO63Si,222,61,14,1,-13026776.396651,25.664387345314022,Hf30LaO63Si_sc222/No61/14
536,Hf30LaO63Si,222,14,15,1,-13026777.5345275,-10.268554747104645,Hf30LaO63Si_sc222/No14/15
537,Hf30LaO63Si,222,29,15,1,-13026776.2533394,30.19001680612564,Hf30LaO63Si_sc222/No29/15
538,Hf30LaO63Si,222,61,15,1,-13026775.8388661,43.27864736318588,Hf30LaO63Si_sc222/No61/15
539,Hf30LaO63Si,222,14,16,1,-13026777.1610673,1.5249252319335938,Hf30LaO63Si_sc222/No14/16
540,Hf30LaO63Si,222,29,16,1,-13026775.900046302,41.34664100408554,Hf30LaO63Si_sc222/No29/16
541,Hf30LaO63Si,222,61,16,1,-13026776.6221388,18.543719947338108,Hf30LaO63Si_sc222/No61/16
542,Hf30LaO63Si,222,14,17,1,-13026777.690150501,-15.182965278625488,Hf30LaO63Si_sc222/No14/17
543,Hf30LaO63Si,222,29,17,1,-13026776.714519199,15.626444220542908,Hf30LaO63Si_sc222/No29/17
544,Hf30LaO63Si,222,61,17,1,-13026777.2724554,-1.9925937056541445,Hf30LaO63Si_sc222/No61/17
545,Hf30LaO63Si,222,137,9,8,-13026776.5821027,19.808017909526825,Hf30LaO63Si_sc222/No137/9
546,Hf30LaO63Si,222,14,18,1,-13026777.9245604,-22.585383117198944,Hf30LaO63Si_sc222/No14/18
547,Hf30LaO63Si,222,29,18,1,-13026776.115103,34.55537682771683,Hf30LaO63Si_sc222/No29/18
548,Hf30LaO63Si,222,61,18,1,-13026776.9542946,8.054589450359343,Hf30LaO63Si_sc222/No61/18
549,Hf30LaO63Si,222,137,10,8,-13026776.734891301,14.98311471939087,Hf30LaO63Si_sc222/No137/10
550,Hf30LaO63Si,222,14,19,1,-13026777.2212021,-0.3740684390068054,Hf30LaO63Si_sc222/No14/19
551,Hf30LaO63Si,222,29,19,1,-13026776.4016123,25.507714688777924,Hf30LaO63Si_sc222/No29/19
552,Hf30LaO63Si,222,61,19,1,-13026776.6424465,17.9024241566658,Hf30LaO63Si_sc222/No61/19
553,Hf30LaO63Si,222,137,11,8,-13026776.679627001,16.728303134441376,Hf30LaO63Si_sc222/No137/11
554,Hf30LaO63Si,222,14,20,1,-13026777.2787387,-2.1910136938095093,Hf30LaO63Si_sc222/No14/20
555,Hf30LaO63Si,222,29,20,1,-13026776.0166496,37.66443151235581,Hf30LaO63Si_sc222/No29/20
556,Hf30LaO63Si,222,61,20,1,-13026776.3290812,27.798170447349552,Hf30LaO63Si_sc222/No61/20
557,Hf30LaO63Si,222,137,12,8,-13026776.3747132,26.357159972190857,Hf30LaO63Si_sc222/No137/12
558,Hf30LaO63Si,222,14,21,1,-13026776.7998882,12.930581092834473,Hf30LaO63Si_sc222/No14/21
559,Hf30LaO63Si,222,29,21,1,-13026776.158574905,33.18257987499237,Hf30LaO63Si_sc222/No29/21
560,Hf30LaO63Si,222,61,21,1,-13026775.9526131,39.68663686513901,Hf30LaO63Si_sc222/No61/21
561,Hf30LaO63Si,222,137,13,8,-13026776.4364768,24.40673047304153,Hf30LaO63Si_sc222/No137/13
562,Hf30LaO63Si,222,14,22,1,-13026776.6502646,17.655536770820618,Hf30LaO63Si_sc222/No14/22
563,Hf30LaO63Si,222,29,22,1,-13026775.5907647,51.11342841386795,Hf30LaO63Si_sc222/No29/22
564,Hf30LaO63Si,222,61,22,1,-13026776.2408453,30.584567308425907,Hf30LaO63Si_sc222/No61/22
565,Hf30LaO63Si,222,137,14,8,-13026776.465130802,23.50186723470688,Hf30LaO63Si_sc222/No137/14
566,Hf30LaO63Si,222,14,23,1,-13026776.8934984,9.974469363689424,Hf30LaO63Si_sc222/No14/23
567,Hf30LaO63Si,222,29,23,1,-13026775.756094,45.892503201961524,Hf30LaO63Si_sc222/No29/23
568,Hf30LaO63Si,222,61,23,1,-13026776.212562598,31.477705299854282,Hf30LaO63Si_sc222/No61/23
569,Hf30LaO63Si,222,137,15,8,-13026776.760610001,14.170945286750793,Hf30LaO63Si_sc222/No137/15
570,Hf30LaO63Si,222,14,24,1,-13026777.108274499,3.192066252231598,Hf30LaO63Si_sc222/No14/24
571,Hf30LaO63Si,222,29,24,1,-13026775.7199721,47.033194780349724,Hf30LaO63Si_sc222/No29/24
572,Hf30LaO63Si,222,61,24,1,-13026776.679475099,16.733099937438965,Hf30LaO63Si_sc222/No61/24
573,Hf30LaO63Si,222,137,16,8,-13026776.433742099,24.493089377880093,Hf30LaO63Si_sc222/No137/16
574,Hf30LaO63Si,222,14,25,1,-13026778.027903501,-25.848849475383762,Hf30LaO63Si_sc222/No14/25
575,Hf30LaO63Si,222,29,25,1,-13026776.779231599,13.582894682884215,Hf30LaO63Si_sc222/No29/25
576,Hf30LaO63Si,222,61,25,1,-13026777.069820099,4.40641576051712,Hf30LaO63Si_sc222/No61/25
577,Hf30LaO63Si,222,14,26,1,-13026778.2275761,-32.15430003404617,Hf30LaO63Si_sc222/No14/26
578,Hf30LaO63Si,222,29,26,1,-13026776.397133198,25.64916008710861,Hf30LaO63Si_sc222/No29/26
579,Hf30LaO63Si,222,61,26,1,-13026776.8885583,10.130472600460052,Hf30LaO63Si_sc222/No61/26
580,Hf30LaO63Si,222,14,27,1,-13026777.307342801,-3.0943011045455933,Hf30LaO63Si_sc222/No14/27
581,Hf30LaO63Si,222,29,27,1,-13026776.2810828,29.313909471035004,Hf30LaO63Si_sc222/No29/27
582,Hf30LaO63Si,222,61,27,1,-13026776.568923,20.22421890497208,Hf30LaO63Si_sc222/No61/27
583,Hf30LaO63Si,222,14,28,1,-13026777.2027843,0.20754635334014893,Hf30LaO63Si_sc222/No14/28
584,Hf30LaO63Si,222,29,28,1,-13026775.9525409,39.68891674280167,Hf30LaO63Si_sc222/No29/28
585,Hf30LaO63Si,222,61,28,1,-13026776.4176639,25.000822067260746,Hf30LaO63Si_sc222/No61/28
586,Hf30LaO63Si,222,14,29,1,-13026776.804717999,12.778060913085938,Hf30LaO63Si_sc222/No14/29
587,Hf30LaO63Si,222,29,29,1,-13026776.1046405,34.88577151298523,Hf30LaO63Si_sc222/No29/29
588,Hf30LaO63Si,222,61,29,1,-13026776.201959599,31.81253671646118,Hf30LaO63Si_sc222/No61/29
589,Hf30LaO63Si,222,14,30,1,-13026776.7059798,15.896109461784365,Hf30LaO63Si_sc222/No14/30
590,Hf30LaO63Si,222,29,30,1,-13026776.057942,36.360460996627815,Hf30LaO63Si_sc222/No29/30
591,Hf30LaO63Si,222,61,30,1,-13026776.317606099,28.16054207086563,Hf30LaO63Si_sc222/No61/30
592,Hf30LaO63Si,222,14,31,1,-13026777.0375625,5.425076842308044,Hf30LaO63Si_sc222/No14/31
593,Hf30LaO63Si,222,29,31,1,-13026775.889969198,41.66486531496047,Hf30LaO63Si_sc222/No29/31
594,Hf30LaO63Si,222,61,31,1,-13026776.0910379,35.31532734632492,Hf30LaO63Si_sc222/No61/31
595,Hf30LaO63Si,222,14,32,1,-13026777.0956965,3.589266300201416,Hf30LaO63Si_sc222/No14/32
596,Hf30LaO63Si,222,29,32,1,-13026775.7658005,45.58598202466965,Hf30LaO63Si_sc222/No29/32
597,Hf30LaO63Si,222,61,32,1,-13026776.533569198,21.340654790401462,Hf30LaO63Si_sc222/No61/32
598,Hf30LaO63Si,222,14,33,1,-13026777.812757598,-19.05476838350296,Hf30LaO63Si_sc222/No14/33
599,Hf30LaO63Si,222,29,33,1,-13026777.1462557,1.9926599264144895,Hf30LaO63Si_sc222/No29/33
600,Hf30LaO63Si,222,61,33,1,-13026777.677722901,-14.790514767169952,Hf30LaO63Si_sc222/No61/33
601,Hf30LaO63Si,222,14,34,1,-13026777.977352802,-24.252511620521545,Hf30LaO63Si_sc222/No14/34
602,Hf30LaO63Si,222,29,34,1,-13026776.1806881,32.484268367290504,Hf30LaO63Si_sc222/No29/34
603,Hf30LaO63Si,222,61,34,1,-13026777.0985142,3.500286281108856,Hf30LaO63Si_sc222/No61/34
604,Hf30LaO63Si,222,14,35,1,-13026777.3244711,-3.635194718837738,Hf30LaO63Si_sc222/No14/35
605,Hf30LaO63Si,222,29,35,1,-13026776.4466541,24.08534210920334,Hf30LaO63Si_sc222/No29/35
606,Hf30LaO63Si,222,61,35,1,-13026776.8456386,11.48583161830902,Hf30LaO63Si_sc222/No61/35
607,Hf30LaO63Si,222,14,36,1,-13026776.9730071,7.463668406009674,Hf30LaO63Si_sc222/No14/36
608,Hf30LaO63Si,222,29,36,1,-13026776.2182665,31.29758203029633,Hf30LaO63Si_sc222/No29/36
609,Hf30LaO63Si,222,61,36,1,-13026776.5650648,20.346056818962094,Hf30LaO63Si_sc222/No61/36
610,Hf30LaO63Si,222,14,37,1,-13026776.923131801,9.038677871227263,Hf30LaO63Si_sc222/No14/37
611,Hf30LaO63Si,222,29,37,1,-13026776.3963549,25.673737823963165,Hf30LaO63Si_sc222/No29/37
612,Hf30LaO63Si,222,61,37,1,-13026776.3278385,27.83741366863251,Hf30LaO63Si_sc222/No61/37
613,Hf30LaO63Si,222,14,38,1,-13026776.859088302,11.061104118824003,Hf30LaO63Si_sc222/No14/38
614,Hf30LaO63Si,222,29,38,1,-13026776.286921902,29.129516780376434,Hf30LaO63Si_sc222/No29/38
615,Hf30LaO63Si,222,61,38,1,-13026776.7194903,15.469462037086489,Hf30LaO63Si_sc222/No61/38
616,Hf30LaO63Si,222,14,39,1,-13026777.0079071,6.3615631461143485,Hf30LaO63Si_sc222/No14/39
617,Hf30LaO63Si,222,29,39,1,-13026776.3314722,27.72266525030136,Hf30LaO63Si_sc222/No29/39
618,Hf30LaO63Si,222,61,39,1,-13026776.8299064,11.98263782262802,Hf30LaO63Si_sc222/No61/39
619,Hf30LaO63Si,222,14,40,1,-13026777.2448095,-1.11956524848938,Hf30LaO63Si_sc222/No14/40
620,Hf30LaO63Si,222,29,40,1,-13026776.1458425,33.58465576171875,Hf30LaO63Si_sc222/No29/40
621,Hf30LaO63Si,222,61,40,1,-13026776.738296302,14.875588297843931,Hf30LaO63Si_sc222/No61/40
622,Hf30LaO63Si,222,14,41,1,-13026778.0128038,-25.37201684713364,Hf30LaO63Si_sc222/No14/41
623,Hf30LaO63Si,222,29,41,1,-13026776.731108505,15.102571487426758,Hf30LaO63Si_sc222/No29/41
624,Hf30LaO63Si,222,61,41,1,-13026776.7791939,13.58408522605896,Hf30LaO63Si_sc222/No61/41
625,Hf30LaO63Si,222,14,42,1,-13026777.842367802,-19.989827454090122,Hf30LaO63Si_sc222/No14/42
626,Hf30LaO63Si,222,29,42,1,-13026776.613339301,18.821598887443546,Hf30LaO63Si_sc222/No29/42
627,Hf30LaO63Si,222,61,42,1,-13026776.723923199,15.329475700855255,Hf30LaO63Si_sc222/No61/42
628,Hf30LaO63Si,222,14,43,1,-13026777.7286232,-16.397892653942108,Hf30LaO63Si_sc222/No14/43
629,Hf30LaO63Si,222,29,43,1,-13026776.464084899,23.53489571809769,Hf30LaO63Si_sc222/No29/43
630,Hf30LaO63Si,222,61,43,1,-13026776.302336099,28.642752647399906,Hf30LaO63Si_sc222/No61/43
631,Hf30LaO63Si,222,14,44,1,-13026777.456814399,-7.814456880092621,Hf30LaO63Si_sc222/No14/44
632,Hf30LaO63Si,222,29,44,1,-13026776.2704853,29.64856737852097,Hf30LaO63Si_sc222/No29/44
633,Hf30LaO63Si,222,61,44,1,-13026777.1949884,0.4537326097488403,Hf30LaO63Si_sc222/No61/44
634,Hf30LaO63Si,222,14,45,1,-13026777.1178106,2.89092630147934,Hf30LaO63Si_sc222/No14/45
635,Hf30LaO63Si,222,29,45,1,-13026776.331630802,27.71765673160553,Hf30LaO63Si_sc222/No29/45
636,Hf30LaO63Si,222,61,45,1,-13026776.5210205,21.73692947626114,Hf30LaO63Si_sc222/No61/45
637,Hf30LaO63Si,222,14,46,1,-13026777.047431402,5.113427221775055,Hf30LaO63Si_sc222/No14/46
638,Hf30LaO63Si,222,29,46,1,-13026776.162361,33.06301885843277,Hf30LaO63Si_sc222/No29/46
639,Hf30LaO63Si,222,61,46,1,-13026776.1252938,34.23356205224991,Hf30LaO63Si_sc222/No61/46
640,Hf30LaO63Si,222,14,47,1,-13026777.190085199,0.6085704565048218,Hf30LaO63Si_sc222/No14/47
641,Hf30LaO63Si,222,29,47,1,-13026776.229223,30.95158737897873,Hf30LaO63Si_sc222/No29/47
642,Hf30LaO63Si,222,61,47,1,-13026775.7253688,46.86277264356613,Hf30LaO63Si_sc222/No61/47
643,Hf30LaO63Si,222,14,48,1,-13026777.354238,-4.5752021074295035,Hf30LaO63Si_sc222/No14/48
644,Hf30LaO63Si,222,29,48,1,-13026776.1740553,32.69372516870499,Hf30LaO63Si_sc222/No29/48
645,Hf30LaO63Si,222,61,48,1,-13026776.416143598,25.048831522464752,Hf30LaO63Si_sc222/No61/48
646,Hf30LaO63Si,222,14,49,1,-13026777.5937808,-12.139711558818815,Hf30LaO63Si_sc222/No14/49
647,Hf30LaO63Si,222,29,49,1,-13026777.1295732,2.5194757580757137,Hf30LaO63Si_sc222/No29/49
648,Hf30LaO63Si,222,61,49,1,-13026777.2841783,-2.362790584564209,Hf30LaO63Si_sc222/No61/49
649,Hf30LaO63Si,222,14,50,1,-13026777.7219034,-16.185688495635983,Hf30LaO63Si_sc222/No14/50
650,Hf30LaO63Si,222,29,50,1,-13026776.9401238,8.50208842754364,Hf30LaO63Si_sc222/No29/50
651,Hf30LaO63Si,222,61,50,1,-13026776.9424592,8.428338944911957,Hf30LaO63Si_sc222/No61/50
652,Hf30LaO63Si,222,14,51,1,-13026777.1667626,1.345073699951172,Hf30LaO63Si_sc222/No14/51
653,Hf30LaO63Si,222,29,51,1,-13026776.464242699,23.52991259098053,Hf30LaO63Si_sc222/No29/51
654,Hf30LaO63Si,222,61,51,1,-13026776.5302274,21.4461852312088,Hf30LaO63Si_sc222/No61/51
655,Hf30LaO63Si,222,14,52,1,-13026777.475430999,-8.402349472045897,Hf30LaO63Si_sc222/No14/52
656,Hf30LaO63Si,222,29,52,1,-13026776.5575682,20.58279150724411,Hf30LaO63Si_sc222/No29/52
657,Hf30LaO63Si,222,61,52,1,-13026776.134237401,33.95113265514374,Hf30LaO63Si_sc222/No61/52
658,Hf30LaO63Si,222,14,53,1,-13026776.9547131,8.041373610496521,Hf30LaO63Si_sc222/No14/53
659,Hf30LaO63Si,222,29,53,1,-13026776.4885522,22.76224416494369,Hf30LaO63Si_sc222/No29/53
660,Hf30LaO63Si,222,61,53,1,-13026775.8551012,42.76595991849899,Hf30LaO63Si_sc222/No61/53
661,Hf30LaO63Si,222,14,54,1,-13026776.5196727,21.77949154376984,Hf30LaO63Si_sc222/No14/54
662,Hf30LaO63Si,222,29,54,1,-13026776.1078595,34.78411895036697,Hf30LaO63Si_sc222/No29/54
663,Hf30LaO63Si,222,61,54,1,-13026776.288428,29.08195573091507,Hf30LaO63Si_sc222/No61/54
664,Hf30LaO63Si,222,14,55,1,-13026777.8365489,-19.80607265233993,Hf30LaO63Si_sc222/No14/55
665,Hf30LaO63Si,222,29,55,1,-13026776.724186,15.321176826953886,Hf30LaO63Si_sc222/No29/55
666,Hf30LaO63Si,222,61,55,1,-13026775.8595349,42.62594836950302,Hf30LaO63Si_sc222/No61/55
667,Hf30LaO63Si,222,14,56,1,-13026777.5030866,-9.275684297084807,Hf30LaO63Si_sc222/No14/56
668,Hf30LaO63Si,222,29,56,1,-13026776.066951405,36.075953602790825,Hf30LaO63Si_sc222/No29/56
669,Hf30LaO63Si,222,61,56,1,-13026776.4869074,22.81418520212173,Hf30LaO63Si_sc222/No61/56
670,Hf30LaO63Si,222,14,57,1,-13026777.624852305,-13.120917022228241,Hf30LaO63Si_sc222/No14/57
671,Hf30LaO63Si,222,29,57,1,-13026776.854814699,11.196059942245483,Hf30LaO63Si_sc222/No29/57
672,Hf30LaO63Si,222,61,57,1,-13026777.4051142,-6.181818962097168,Hf30LaO63Si_sc222/No61/57
673,Hf30LaO63Si,222,14,58,1,-13026777.8339013,-19.72246420383453,Hf30LaO63Si_sc222/No14/58
674,Hf30LaO63Si,222,29,58,1,-13026776.471485699,23.301186203956604,Hf30LaO63Si_sc222/No29/58
675,Hf30LaO63Si,222,61,58,1,-13026777.1527928,1.786225199699402,Hf30LaO63Si_sc222/No61/58
676,Hf30LaO63Si,222,14,59,1,-13026777.2360237,-0.8421189785003662,Hf30LaO63Si_sc222/No14/59
677,Hf30LaO63Si,222,29,59,1,-13026776.194678301,32.04247260093689,Hf30LaO63Si_sc222/No29/59
678,Hf30LaO63Si,222,61,59,1,-13026776.693826199,16.279907286167145,Hf30LaO63Si_sc222/No61/59
679,Hf30LaO63Si,222,14,60,1,-13026777.4084491,-6.287131607532501,Hf30LaO63Si_sc222/No14/60
680,Hf30LaO63Si,222,29,60,1,-13026775.9818885,38.762150526046746,Hf30LaO63Si_sc222/No29/60
681,Hf30LaO63Si,222,61,60,1,-13026776.1927341,32.10386836528778,Hf30LaO63Si_sc222/No61/60
682,Hf30LaO63Si,222,14,61,1,-13026776.9237514,9.019111514091492,Hf30LaO63Si_sc222/No14/61
683,Hf30LaO63Si,222,29,61,1,-13026776.0514964,36.56400632858277,Hf30LaO63Si_sc222/No29/61
684,Hf30LaO63Si,222,61,61,1,-13026775.947648,39.8434294462204,Hf30LaO63Si_sc222/No61/61
685,Hf30LaO63Si,222,14,62,1,-13026776.799647901,12.938169479370115,Hf30LaO63Si_sc222/No14/62
686,Hf30LaO63Si,222,29,62,1,-13026776.0675737,36.05630207061768,Hf30LaO63Si_sc222/No29/62
687,Hf30LaO63Si,222,61,62,1,-13026776.4264151,24.724468290805817,Hf30LaO63Si_sc222/No61/62
688,Hf30LaO63Si,222,14,63,1,-13026776.8087337,12.651249468326569,Hf30LaO63Si_sc222/No14/63
689,Hf30LaO63Si,222,29,63,1,-13026776.0270101,37.33725786209106,Hf30LaO63Si_sc222/No29/63
690,Hf30LaO63Si,222,61,63,1,-13026776.112069,34.651187300682075,Hf30LaO63Si_sc222/No61/63
691,Hf30LaO63Si,222,14,64,1,-13026777.085769301,3.9027568101882935,Hf30LaO63Si_sc222/No14/64
692,Hf30LaO63Si,222,29,64,1,-13026776.1019152,34.97183364629745,Hf30LaO63Si_sc222/No29/64
693,Hf30LaO63Si,222,61,64,1,-13026776.756244099,14.308815717697144,Hf30LaO63Si_sc222/No61/64
694,Hf30LaO63Si,222,14,65,1,-13026777.7008121,-15.519647300243378,Hf30LaO63Si_sc222/No14/65
695,Hf30LaO63Si,222,29,65,1,-13026776.3637419,26.70362210273743,Hf30LaO63Si_sc222/No29/65
696,Hf30LaO63Si,222,61,65,1,-13026777.319607,-3.481591641902924,Hf30LaO63Si_sc222/No61/65
697,Hf30LaO63Si,222,14,66,1,-13026777.6275258,-13.205343186855314,Hf30LaO63Si_sc222/No14/66
698,Hf30LaO63Si,222,29,66,1,-13026775.9756109,38.96039044857025,Hf30LaO63Si_sc222/No29/66
699,Hf30LaO63Si,222,61,66,1,-13026776.975019,7.4001346826553345,Hf30LaO63Si_sc222/No61/66
700,Hf30LaO63Si,222,14,67,1,-13026777.2088733,0.015262067317962646,Hf30LaO63Si_sc222/No14/67
701,Hf30LaO63Si,222,29,67,1,-13026775.734926,46.56096625328064,Hf30LaO63Si_sc222/No29/67
702,Hf30LaO63Si,222,61,67,1,-13026776.6339148,18.17184627056122,Hf30LaO63Si_sc222/No61/67
703,Hf30LaO63Si,222,14,68,1,-13026776.9895802,6.940307319164276,Hf30LaO63Si_sc222/No14/68
704,Hf30LaO63Si,222,29,68,1,-13026776.940328099,8.495636820793152,Hf30LaO63Si_sc222/No29/68
705,Hf30LaO63Si,222,61,68,1,-13026776.3717764,26.449900984764103,Hf30LaO63Si_sc222/No61/68
706,Hf30LaO63Si,222,14,69,1,-13026777.703231698,-15.596055686473846,Hf30LaO63Si_sc222/No14/69
707,Hf30LaO63Si,222,29,69,1,-13026775.9935139,38.39503258466721,Hf30LaO63Si_sc222/No29/69
708,Hf30LaO63Si,222,61,69,1,-13026776.1800224,32.50529044866562,Hf30LaO63Si_sc222/No61/69
709,Hf30LaO63Si,222,14,70,1,-13026777.5482228,-10.701038002967834,Hf30LaO63Si_sc222/No14/70
710,Hf30LaO63Si,222,29,70,1,-13026776.0596211,36.3074368238449,Hf30LaO63Si_sc222/No29/70
711,Hf30LaO63Si,222,61,70,1,-13026776.3593992,26.840759992599487,Hf30LaO63Si_sc222/No61/70
712,Hf30LaO63Si,222,14,71,1,-13026777.007436305,6.376430332660675,Hf30LaO63Si_sc222/No14/71
713,Hf30LaO63Si,222,29,71,1,-13026775.581654401,51.401122093200684,Hf30LaO63Si_sc222/No29/71
714,Hf30LaO63Si,222,61,71,1,-13026776.1732845,32.718066215515144,Hf30LaO63Si_sc222/No61/71
715,Hf30LaO63Si,222,14,72,1,-13026777.0116939,6.241979956626892,Hf30LaO63Si_sc222/No14/72
716,Hf30LaO63Si,222,29,72,1,-13026775.2943362,60.47432839870453,Hf30LaO63Si_sc222/No29/72
717,Hf30LaO63Si,222,61,72,1,-13026776.696497198,16.195560038089752,Hf30LaO63Si_sc222/No61/72
718,Hf30LaO63Si,222,14,73,1,-13026777.807067098,-18.87506836652756,Hf30LaO63Si_sc222/No14/73
719,Hf30LaO63Si,222,29,73,1,-13026776.7760409,13.683653593063354,Hf30LaO63Si_sc222/No29/73
720,Hf30LaO63Si,222,61,73,1,-13026777.2452362,-1.1330400109291077,Hf30LaO63Si_sc222/No61/73
721,Hf30LaO63Si,222,14,74,1,-13026777.967685001,-23.94721257686615,Hf30LaO63Si_sc222/No14/74
722,Hf30LaO63Si,222,29,74,1,-13026776.160290198,33.12841266393661,Hf30LaO63Si_sc222/No29/74
723,Hf30LaO63Si,222,61,74,1,-13026776.9887532,6.966423213481902,Hf30LaO63Si_sc222/No61/74
724,Hf30LaO63Si,222,14,75,1,-13026777.303791499,-2.982154786586761,Hf30LaO63Si_sc222/No14/75
725,Hf30LaO63Si,222,29,75,1,-13026776.311759401,28.34517467021942,Hf30LaO63Si_sc222/No29/75
726,Hf30LaO63Si,222,61,75,1,-13026776.412347501,25.168708443641663,Hf30LaO63Si_sc222/No61/75
727,Hf30LaO63Si,222,14,76,1,-13026777.2049711,0.1384894847869873,Hf30LaO63Si_sc222/No14/76
728,Hf30LaO63Si,222,29,76,1,-13026775.665455801,48.75476211309433,Hf30LaO63Si_sc222/No29/76
729,Hf30LaO63Si,222,61,76,1,-13026776.247257302,30.382083117961887,Hf30LaO63Si_sc222/No61/76
730,Hf30LaO63Si,222,14,77,1,-13026776.941343302,8.46357786655426,Hf30LaO63Si_sc222/No14/77
731,Hf30LaO63Si,222,29,77,1,-13026776.2266172,31.03387570381165,Hf30LaO63Si_sc222/No29/77
732,Hf30LaO63Si,222,61,77,1,-13026776.0334999,37.13231682777405,Hf30LaO63Si_sc222/No61/77
733,Hf30LaO63Si,222,14,78,1,-13026776.6926007,16.318607330322266,Hf30LaO63Si_sc222/No14/78
734,Hf30LaO63Si,222,29,78,1,-13026776.130895501,34.056666254997246,Hf30LaO63Si_sc222/No29/78
735,Hf30LaO63Si,222,61,78,1,-13026776.3596334,26.83336418867111,Hf30LaO63Si_sc222/No61/78
736,Hf30LaO63Si,222,14,79,1,-13026776.983773595,7.123673737049103,Hf30LaO63Si_sc222/No14/79
737,Hf30LaO63Si,222,29,79,1,-13026775.934512401,40.258237898349755,Hf30LaO63Si_sc222/No29/79
738,Hf30LaO63Si,222,61,79,1,-13026776.063540801,36.183656871318824,Hf30LaO63Si_sc222/No61/79
739,Hf30LaO63Si,222,14,80,1,-13026777.1808539,0.9000852704048157,Hf30LaO63Si_sc222/No14/80
740,Hf30LaO63Si,222,29,80,1,-13026775.940077199,40.08250725269317,Hf30LaO63Si_sc222/No29/80
741,Hf30LaO63Si,222,61,80,1,-13026776.628987199,18.32745462656021,Hf30LaO63Si_sc222/No61/80
742,Hf30LaO63Si,222,14,81,1,-13026777.6604687,-14.24564528465271,Hf30LaO63Si_sc222/No14/81
743,Hf30LaO63Si,222,29,81,1,-13026776.684470199,16.57535994052887,Hf30LaO63Si_sc222/No29/81
744,Hf30LaO63Si,222,61,81,1,-13026777.2231871,-0.43675267696380615,Hf30LaO63Si_sc222/No61/81
745,Hf30LaO63Si,222,137,17,8,-13026776.4203211,24.916910529136658,Hf30LaO63Si_sc222/No137/17
746,Hf30LaO63Si,222,14,82,1,-13026777.7890881,-18.307310581207272,Hf30LaO63Si_sc222/No14/82
747,Hf30LaO63Si,222,29,82,1,-13026776.488495698,22.76402842998505,Hf30LaO63Si_sc222/No29/82
748,Hf30LaO63Si,222,61,82,1,-13026777.0710267,4.368312597274779,Hf30LaO63Si_sc222/No61/82
749,Hf30LaO63Si,222,14,83,1,-13026777.1945673,0.4670305252075195,Hf30LaO63Si_sc222/No14/83
750,Hf30LaO63Si,222,29,83,1,-13026776.1126482,34.63289684057236,Hf30LaO63Si_sc222/No29/83
751,Hf30LaO63Si,222,61,83,1,-13026776.5237289,21.651401042938232,Hf30LaO63Si_sc222/No61/83
752,Hf30LaO63Si,222,14,84,1,-13026777.187331801,0.6955199241638184,Hf30LaO63Si_sc222/No14/84
753,Hf30LaO63Si,222,29,84,1,-13026775.8770256,42.073610484600074,Hf30LaO63Si_sc222/No29/84
754,Hf30LaO63Si,222,61,84,1,-13026776.4784562,23.081065237522125,Hf30LaO63Si_sc222/No61/84
755,Hf30LaO63Si,222,14,85,1,-13026777.0565586,4.825200021266936,Hf30LaO63Si_sc222/No14/85
756,Hf30LaO63Si,222,29,85,1,-13026775.914063195,40.90400213003159,Hf30LaO63Si_sc222/No29/85
757,Hf30LaO63Si,222,61,85,1,-13026776.2502421,30.287826240062714,Hf30LaO63Si_sc222/No61/85
758,Hf30LaO63Si,222,137,18,8,-13026775.671256699,48.57157576084137,Hf30LaO63Si_sc222/No137/18
759,Hf30LaO63Si,222,14,86,1,-13026776.417294301,25.012493669986725,Hf30LaO63Si_sc222/No14/86
760,Hf30LaO63Si,222,29,86,1,-13026776.0357944,37.05985885858536,Hf30LaO63Si_sc222/No29/86
761,Hf30LaO63Si,222,61,86,1,-13026776.1643533,33.000104188919074,Hf30LaO63Si_sc222/No61/86
762,Hf30LaO63Si,222,14,87,1,-13026776.9094275,9.471445202827454,Hf30LaO63Si_sc222/No14/87
763,Hf30LaO63Si,222,29,87,1,-13026775.6952969,47.81241148710251,Hf30LaO63Si_sc222/No29/87
764,Hf30LaO63Si,222,61,87,1,-13026775.9846468,38.67504626512528,Hf30LaO63Si_sc222/No61/87
765,Hf30LaO63Si,222,14,88,1,-13026777.0449034,5.1932589411735535,Hf30LaO63Si_sc222/No14/88
766,Hf30LaO63Si,222,29,88,1,-13026775.835258901,43.39255887269974,Hf30LaO63Si_sc222/No29/88
767,Hf30LaO63Si,222,61,88,1,-13026776.617762899,18.681906223297123,Hf30LaO63Si_sc222/No61/88
768,Hf30LaO63Si,222,14,89,1,-13026778.434419,-38.686181128025055,Hf30LaO63Si_sc222/No14/89
