,chemical formula,supercell,phase,i,degeneracy,total energy [eV],ref. total energy [meV/f.u.],directory
769,Hf30LaO63Si,222,29,89,1,-13026776.9963017,6.728049457073213,Hf30LaO63Si_sc222/No29/89
770,Hf30LaO63Si,222,61,89,1,-13026777.279409599,-2.2122000455856323,Hf30LaO63Si_sc222/No61/89
771,Hf30LaO63Si,222,14,90,1,-13026778.3751729,-36.815251648426056,Hf30LaO63Si_sc222/No14/90
772,Hf30LaO63Si,222,29,90,1,-13026776.5839839,19.74861150979996,Hf30LaO63Si_sc222/No29/90
773,Hf30LaO63Si,222,61,90,1,-13026776.9597074,7.883658945560455,Hf30LaO63Si_sc222/No61/90
774,Hf30LaO63Si,222,14,91,1,-13026777.9871687,-24.56248742341995,Hf30LaO63Si_sc222/No14/91
775,Hf30LaO63Si,222,29,91,1,-13026776.6069748,19.022583186626434,Hf30LaO63Si_sc222/No29/91
776,Hf30LaO63Si,222,61,91,1,-13026776.7060932,15.892528414726256,Hf30LaO63Si_sc222/No61/91
777,Hf30LaO63Si,222,14,92,1,-13026777.8089511,-18.934563219547268,Hf30LaO63Si_sc222/No14/92
778,Hf30LaO63Si,222,29,92,1,-13026776.670250399,17.02440631389618,Hf30LaO63Si_sc222/No29/92
779,Hf30LaO63Si,222,61,92,1,-13026776.3660303,26.631356835365292,Hf30LaO63Si_sc222/No61/92
780,Hf30LaO63Si,222,14,93,1,-13026777.6364987,-13.48869800567627,Hf30LaO63Si_sc222/No14/93
781,Hf30LaO63Si,222,29,93,1,-13026776.6871161,16.49180519580841,Hf30LaO63Si_sc222/No29/93
782,Hf30LaO63Si,222,61,93,1,-13026775.921953399,40.654837846755974,Hf30LaO63Si_sc222/No61/93
783,Hf30LaO63Si,222,14,94,1,-13026777.486397699,-8.748666286468506,Hf30LaO63Si_sc222/No14/94
784,Hf30LaO63Si,222,29,94,1,-13026776.3568613,26.92090409994125,Hf30LaO63Si_sc222/No29/94
785,Hf30LaO63Si,222,61,94,1,-13026776.3136111,28.286699950695038,Hf30LaO63Si_sc222/No61/94
786,Hf30LaO63Si,222,14,95,1,-13026777.6034404,-12.444751620292664,Hf30LaO63Si_sc222/No14/95
787,Hf30LaO63Si,222,29,95,1,-13026776.504961802,22.24404621124268,Hf30LaO63Si_sc222/No29/95
788,Hf30LaO63Si,222,61,95,1,-13026775.8966197,41.45484948158264,Hf30LaO63Si_sc222/No61/95
789,Hf30LaO63Si,222,14,96,1,-13026777.866649,-20.756602108478546,Hf30LaO63Si_sc222/No14/96
790,Hf30LaO63Si,222,29,96,1,-13026776.145784698,33.58648109436035,Hf30LaO63Si_sc222/No29/96
791,Hf30LaO63Si,222,61,96,1,-13026776.5572889,20.591611564159397,Hf30LaO63Si_sc222/No61/96
792,Hf30LaO63Si,222,14,97,1,-13026777.666765401,-14.444488406181335,Hf30LaO63Si_sc222/No14/97
793,Hf30LaO63Si,222,29,97,1,-13026776.9559003,8.003883123397827,Hf30LaO63Si_sc222/No29/97
794,Hf30LaO63Si,222,61,97,1,-13026777.328514399,-3.762877941131592,Hf30LaO63Si_sc222/No61/97
795,Hf30LaO63Si,222,14,98,1,-13026777.798724199,-18.61160844564438,Hf30LaO63Si_sc222/No14/98
796,Hf30LaO63Si,222,29,98,1,-13026776.7322752,15.065728425979614,Hf30LaO63Si_sc222/No29/98
797,Hf30LaO63Si,222,61,98,1,-13026777.194732001,0.461829423904419,Hf30LaO63Si_sc222/No61/98
798,Hf30LaO63Si,222,14,99,1,-13026777.209839901,-0.015262067317962646,Hf30LaO63Si_sc222/No14/99
799,Hf30LaO63Si,222,29,99,1,-13026776.458558999,23.709397852420807,Hf30LaO63Si_sc222/No29/99
800,Hf30LaO63Si,222,61,99,1,-13026776.432574699,24.529954671859738,Hf30LaO63Si_sc222/No61/99
801,Hf30LaO63Si,222,14,100,1,-13026777.205774,0.11313474178314208,Hf30LaO63Si_sc222/No14/100
802,Hf30LaO63Si,222,29,100,1,-13026776.2047229,31.725274682044983,Hf30LaO63Si_sc222/No29/100
803,Hf30LaO63Si,222,61,100,1,-13026776.2368282,30.71142315864563,Hf30LaO63Si_sc222/No61/100
804,Hf30LaO63Si,222,14,101,1,-13026776.8467877,11.449544191360474,Hf30LaO63Si_sc222/No14/101
805,Hf30LaO63Si,222,29,101,1,-13026776.339475999,27.46991366147995,Hf30LaO63Si_sc222/No29/101
806,Hf30LaO63Si,222,61,101,1,-13026775.980511801,38.80562525987625,Hf30LaO63Si_sc222/No61/101
807,Hf30LaO63Si,222,14,102,1,-13026776.6929106,16.308820962905884,Hf30LaO63Si_sc222/No14/102
808,Hf30LaO63Si,222,29,102,1,-13026776.0727258,35.893604099750526,Hf30LaO63Si_sc222/No29/102
809,Hf30LaO63Si,222,61,102,1,-13026776.3880144,25.937122106552124,Hf30LaO63Si_sc222/No61/102
810,Hf30LaO63Si,222,14,103,1,-13026776.850716,11.32549262046814,Hf30LaO63Si_sc222/No14/103
811,Hf30LaO63Si,222,29,103,1,-13026776.139949901,33.770737886428826,Hf30LaO63Si_sc222/No29/103
812,Hf30LaO63Si,222,61,103,1,-13026776.0533753,36.50467264652252,Hf30LaO63Si_sc222/No61/103
813,Hf30LaO63Si,222,14,104,1,-13026777.143124301,2.091546356678009,Hf30LaO63Si_sc222/No14/104
814,Hf30LaO63Si,222,29,104,1,-13026775.961286,39.412755787372596,Hf30LaO63Si_sc222/No29/104
815,Hf30LaO63Si,222,61,104,1,-13026776.6069038,19.024825155735016,Hf30LaO63Si_sc222/No61/104
816,Hf30LaO63Si,222,14,105,1,-13026777.792660901,-18.420135796070102,Hf30LaO63Si_sc222/No14/105
817,Hf30LaO63Si,222,29,105,1,-13026777.1981952,0.3524652719497681,Hf30LaO63Si_sc222/No29/105
818,Hf30LaO63Si,222,61,105,1,-13026777.1033548,3.3474252223968506,Hf30LaO63Si_sc222/No61/105
819,Hf30LaO63Si,222,14,106,1,-13026778.117666198,-28.68346107006073,Hf30LaO63Si_sc222/No14/106
820,Hf30LaO63Si,222,29,106,1,-13026776.564869199,20.35223364830017,Hf30LaO63Si_sc222/No29/106
821,Hf30LaO63Si,222,61,106,1,-13026777.165736599,1.3774735927581787,Hf30LaO63Si_sc222/No61/106
822,Hf30LaO63Si,222,14,107,1,-13026777.4540789,-7.728072643280028,Hf30LaO63Si_sc222/No14/107
823,Hf30LaO63Si,222,29,107,1,-13026776.505088,22.240061044692997,Hf30LaO63Si_sc222/No29/107
824,Hf30LaO63Si,222,61,107,1,-13026776.972999,7.46392410993576,Hf30LaO63Si_sc222/No61/107
825,Hf30LaO63Si,222,14,108,1,-13026777.1744745,1.101539969444275,Hf30LaO63Si_sc222/No14/108
826,Hf30LaO63Si,222,29,108,1,-13026776.3463623,27.252451598644253,Hf30LaO63Si_sc222/No29/108
827,Hf30LaO63Si,222,61,108,1,-13026776.2390615,30.640897810459137,Hf30LaO63Si_sc222/No61/108
828,Hf30LaO63Si,222,14,109,1,-13026776.9752004,7.394406318664551,Hf30LaO63Si_sc222/No14/109
829,Hf30LaO63Si,222,29,109,1,-13026776.7446879,14.673748433589935,Hf30LaO63Si_sc222/No29/109
830,Hf30LaO63Si,222,61,109,1,-13026776.3075613,28.47774624824524,Hf30LaO63Si_sc222/No61/109
831,Hf30LaO63Si,222,14,110,1,-13026776.7168798,15.551898956298828,Hf30LaO63Si_sc222/No14/110
832,Hf30LaO63Si,222,29,110,1,-13026776.1416138,33.718193709850304,Hf30LaO63Si_sc222/No29/110
833,Hf30LaO63Si,222,61,110,1,-13026776.4806835,23.010729491710663,Hf30LaO63Si_sc222/No61/110
834,Hf30LaO63Si,222,14,111,1,-13026776.9777821,7.312878906726838,Hf30LaO63Si_sc222/No14/111
835,Hf30LaO63Si,222,29,111,1,-13026776.2138029,31.438537895679477,Hf30LaO63Si_sc222/No29/111
836,Hf30LaO63Si,222,61,111,1,-13026776.291854,28.97376626729965,Hf30LaO63Si_sc222/No61/111
837,Hf30LaO63Si,222,14,112,1,-13026777.5534676,-10.866663157939913,Hf30LaO63Si_sc222/No14/112
838,Hf30LaO63Si,222,29,112,1,-13026776.1596608,33.148288428783424,Hf30LaO63Si_sc222/No29/112
839,Hf30LaO63Si,222,61,112,1,-13026776.7949359,13.086969435214995,Hf30LaO63Si_sc222/No61/112
840,Hf30LaO63Si,222,14,113,1,-13026777.5952286,-12.185431599617006,Hf30LaO63Si_sc222/No14/113
841,Hf30LaO63Si,222,29,113,1,-13026776.966792999,7.659903109073639,Hf30LaO63Si_sc222/No29/113
842,Hf30LaO63Si,222,61,113,1,-13026777.3524363,-4.518306374549867,Hf30LaO63Si_sc222/No61/113
843,Hf30LaO63Si,222,14,114,1,-13026777.7492757,-17.05007690191269,Hf30LaO63Si_sc222/No14/114
844,Hf30LaO63Si,222,29,114,1,-13026776.4147205,25.09377157688141,Hf30LaO63Si_sc222/No29/114
845,Hf30LaO63Si,222,61,114,1,-13026776.9554769,8.017253637313843,Hf30LaO63Si_sc222/No61/114
846,Hf30LaO63Si,222,14,115,1,-13026777.1197456,2.829821050167084,Hf30LaO63Si_sc222/No14/115
847,Hf30LaO63Si,222,29,115,1,-13026776.2529019,30.20383256673813,Hf30LaO63Si_sc222/No29/115
848,Hf30LaO63Si,222,61,115,1,-13026776.5340277,21.326175808906555,Hf30LaO63Si_sc222/No61/115
849,Hf30LaO63Si,222,14,116,1,-13026777.1635515,1.4464768767356873,Hf30LaO63Si_sc222/No14/116
850,Hf30LaO63Si,222,29,116,1,-13026776.8509175,11.319129467010498,Hf30LaO63Si_sc222/No29/116
851,Hf30LaO63Si,222,61,116,1,-13026776.233929401,30.80296421051025,Hf30LaO63Si_sc222/No61/116
852,Hf30LaO63Si,222,14,117,1,-13026776.7149026,15.614336788654327,Hf30LaO63Si_sc222/No14/117
853,Hf30LaO63Si,222,29,117,1,-13026776.134738302,33.9353147149086,Hf30LaO63Si_sc222/No29/117
854,Hf30LaO63Si,222,61,117,1,-13026776.038230699,36.98292309045792,Hf30LaO63Si_sc222/No61/117
855,Hf30LaO63Si,222,14,118,1,-13026776.6283491,18.34760528802872,Hf30LaO63Si_sc222/No14/118
856,Hf30LaO63Si,222,29,118,1,-13026776.0662934,36.09673267602921,Hf30LaO63Si_sc222/No29/118
857,Hf30LaO63Si,222,61,118,1,-13026776.3991911,25.58417356014252,Hf30LaO63Si_sc222/No61/118
858,Hf30LaO63Si,222,14,119,1,-13026776.8260087,12.105723083019257,Hf30LaO63Si_sc222/No14/119
859,Hf30LaO63Si,222,29,119,1,-13026775.952925699,39.676765143871314,Hf30LaO63Si_sc222/No29/119
860,Hf30LaO63Si,222,61,119,1,-13026776.207589,31.63476628065109,Hf30LaO63Si_sc222/No61/119
861,Hf30LaO63Si,222,14,120,1,-13026777.0417116,5.294052600860597,Hf30LaO63Si_sc222/No14/120
862,Hf30LaO63Si,222,29,120,1,-13026775.7858091,44.95413154363632,Hf30LaO63Si_sc222/No29/120
863,Hf30LaO63Si,222,61,120,1,-13026776.6084967,18.974523127079014,Hf30LaO63Si_sc222/No61/120
864,Hf30LaO63Si,222,14,121,1,-13026777.644108301,-13.72900104522705,Hf30LaO63Si_sc222/No14/121
865,Hf30LaO63Si,222,29,121,1,-13026776.768397698,13.925017833709715,Hf30LaO63Si_sc222/No29/121
866,Hf30LaO63Si,222,61,121,1,-13026777.653135305,-14.0140643119812,Hf30LaO63Si_sc222/No61/121
867,Hf30LaO63Si,222,137,19,4,-13026776.752233999,14.435450494289398,Hf30LaO63Si_sc222/No137/19
868,Hf30LaO63Si,222,14,122,1,-13026777.7350592,-16.601134836673733,Hf30LaO63Si_sc222/No14/122
869,Hf30LaO63Si,222,29,122,1,-13026776.7933226,13.137915730476381,Hf30LaO63Si_sc222/No29/122
870,Hf30LaO63Si,222,61,122,1,-13026777.830752801,-19.623037934303287,Hf30LaO63Si_sc222/No61/122
871,Hf30LaO63Si,222,137,20,8,-13026776.4580339,23.72597998380661,Hf30LaO63Si_sc222/No137/20
872,Hf30LaO63Si,222,14,123,1,-13026777.4047092,-6.169029414653777,Hf30LaO63Si_sc222/No14/123
873,Hf30LaO63Si,222,29,123,1,-13026776.186693,32.29464000463486,Hf30LaO63Si_sc222/No29/123
874,Hf30LaO63Si,222,61,123,1,-13026777.4643867,-8.053582072257996,Hf30LaO63Si_sc222/No61/123
875,Hf30LaO63Si,222,14,124,1,-13026777.1589826,1.5907577872276306,Hf30LaO63Si_sc222/No14/124
876,Hf30LaO63Si,222,29,124,1,-13026776.080077901,35.66143262386322,Hf30LaO63Si_sc222/No29/124
877,Hf30LaO63Si,222,61,124,1,-13026777.099644901,3.464579999446869,Hf30LaO63Si_sc222/No61/124
878,Hf30LaO63Si,222,137,21,4,-13026776.1155142,34.542391538619995,Hf30LaO63Si_sc222/No137/21
879,Hf30LaO63Si,222,14,125,1,-13026776.8218206,12.237978875637054,Hf30LaO63Si_sc222/No14/125
880,Hf30LaO63Si,222,29,125,1,-13026776.125935001,34.21331363916397,Hf30LaO63Si_sc222/No29/125
881,Hf30LaO63Si,222,61,125,1,-13026776.918729499,9.177697837352751,Hf30LaO63Si_sc222/No61/125
882,Hf30LaO63Si,222,137,22,8,-13026776.3307451,27.74562633037567,Hf30LaO63Si_sc222/No137/22
883,Hf30LaO63Si,222,14,126,1,-13026776.687416099,16.48233151435852,Hf30LaO63Si_sc222/No14/126
884,Hf30LaO63Si,222,29,126,1,-13026775.939642,40.09625053405762,Hf30LaO63Si_sc222/No29/126
885,Hf30LaO63Si,222,61,126,1,-13026777.1243167,2.685470461845398,Hf30LaO63Si_sc222/No61/126
886,Hf30LaO63Si,222,14,127,1,-13026776.987634199,7.001759946346282,Hf30LaO63Si_sc222/No14/127
887,Hf30LaO63Si,222,29,127,1,-13026775.8330025,43.46381366252899,Hf30LaO63Si_sc222/No29/127
888,Hf30LaO63Si,222,61,127,1,-13026776.8174589,12.375716865062715,Hf30LaO63Si_sc222/No61/127
889,Hf30LaO63Si,222,137,23,4,-13026776.6481715,17.72163474559784,Hf30LaO63Si_sc222/No137/23
890,Hf30LaO63Si,222,14,128,1,-13026777.0473474,5.1160799860954285,Hf30LaO63Si_sc222/No14/128
891,Hf30LaO63Si,222,29,128,1,-13026775.665191699,48.763101994991295,Hf30LaO63Si_sc222/No29/128
892,Hf30LaO63Si,222,61,128,1,-13026777.630978901,-13.31438845396042,Hf30LaO63Si_sc222/No61/128
893,Hf30LaO63Si,222,137,24,4,-13026776.947359301,8.273598909378054,Hf30LaO63Si_sc222/No137/24
894,Hf30LaO63Si,222,14,129,1,-13026777.9577342,-23.63297683000565,Hf30LaO63Si_sc222/No14/129
895,Hf30LaO63Si,222,29,129,1,-13026776.8163124,12.411922037601473,Hf30LaO63Si_sc222/No29/129
896,Hf30LaO63Si,222,61,129,1,-13026777.2513191,-1.3251315355300903,Hf30LaO63Si_sc222/No61/129
897,Hf30LaO63Si,222,14,130,1,-13026777.8279196,-19.53356844186783,Hf30LaO63Si_sc222/No14/130
898,Hf30LaO63Si,222,29,130,1,-13026776.3802852,26.18120211362839,Hf30LaO63Si_sc222/No29/130
899,Hf30LaO63Si,222,61,130,1,-13026776.9031098,9.670951545238497,Hf30LaO63Si_sc222/No61/130
900,Hf30LaO63Si,222,14,131,1,-13026777.289698401,-2.5371095538139343,Hf30LaO63Si_sc222/No14/131
901,Hf30LaO63Si,222,29,131,1,-13026776.2194307,31.26081782579422,Hf30LaO63Si_sc222/No29/131
902,Hf30LaO63Si,222,61,131,1,-13026776.4252804,24.760301053524017,Hf30LaO63Si_sc222/No61/131
903,Hf30LaO63Si,222,14,132,1,-13026776.9467814,8.291848361492157,Hf30LaO63Si_sc222/No14/132
904,Hf30LaO63Si,222,29,132,1,-13026776.062179195,36.22665482759476,Hf30LaO63Si_sc222/No29/132
905,Hf30LaO63Si,222,61,132,1,-13026776.0887542,35.38744419813156,Hf30LaO63Si_sc222/No61/132
906,Hf30LaO63Si,222,14,133,1,-13026776.9085075,9.500497817993164,Hf30LaO63Si_sc222/No14/133
907,Hf30LaO63Si,222,29,133,1,-13026776.1434824,33.659185230731964,Hf30LaO63Si_sc222/No29/133
908,Hf30LaO63Si,222,61,133,1,-13026776.039822599,36.932652592659004,Hf30LaO63Si_sc222/No61/133
909,Hf30LaO63Si,222,14,134,1,-13026776.863589501,10.91896104812622,Hf30LaO63Si_sc222/No14/134
910,Hf30LaO63Si,222,29,134,1,-13026775.904006401,41.22158521413803,Hf30LaO63Si_sc222/No29/134
911,Hf30LaO63Si,222,61,134,1,-13026776.2962464,28.835058987140656,Hf30LaO63Si_sc222/No61/134
912,Hf30LaO63Si,222,14,135,1,-13026776.9469335,8.287045180797577,Hf30LaO63Si_sc222/No14/135
913,Hf30LaO63Si,222,29,135,1,-13026775.856654199,42.7169177532196,Hf30LaO63Si_sc222/No29/135
914,Hf30LaO63Si,222,61,135,1,-13026776.054063901,36.482927322387695,Hf30LaO63Si_sc222/No61/135
915,Hf30LaO63Si,222,14,136,1,-13026777.051307699,4.9910178780555725,Hf30LaO63Si_sc222/No14/136
916,Hf30LaO63Si,222,29,136,1,-13026775.817200301,43.96283048391342,Hf30LaO63Si_sc222/No29/136
917,Hf30LaO63Si,222,61,136,1,-13026776.5550925,20.660971522331238,Hf30LaO63Si_sc222/No61/136
918,Hf30LaO63Si,222,14,137,1,-13026777.669169802,-14.520416915416718,Hf30LaO63Si_sc222/No14/137
919,Hf30LaO63Si,222,29,137,1,-13026776.7417471,14.766615748405455,Hf30LaO63Si_sc222/No29/137
920,Hf30LaO63Si,222,61,137,1,-13026777.7404572,-16.771597921848294,Hf30LaO63Si_sc222/No61/137
921,Hf30LaO63Si,222,137,25,4,-13026776.353032302,27.041819930076603,Hf30LaO63Si_sc222/No137/25
922,Hf30LaO63Si,222,14,138,1,-13026777.7496301,-17.061268508434296,Hf30LaO63Si_sc222/No14/138
923,Hf30LaO63Si,222,29,138,1,-13026776.7527136,14.42030519247055,Hf30LaO63Si_sc222/No29/138
924,Hf30LaO63Si,222,61,138,1,-13026777.2162019,-0.21616733074188232,Hf30LaO63Si_sc222/No61/138
925,Hf30LaO63Si,222,137,26,8,-13026776.5308628,21.426119923591614,Hf30LaO63Si_sc222/No137/26
926,Hf30LaO63Si,222,14,139,1,-13026777.2540086,-1.4100631475448608,Hf30LaO63Si_sc222/No14/139
927,Hf30LaO63Si,222,29,139,1,-13026776.2456509,30.43281155824661,Hf30LaO63Si_sc222/No29/139
928,Hf30LaO63Si,222,61,139,1,-13026776.980983501,7.211782097816467,Hf30LaO63Si_sc222/No61/139
929,Hf30LaO63Si,222,14,140,1,-13026777.3130498,-3.274522125720978,Hf30LaO63Si_sc222/No14/140
930,Hf30LaO63Si,222,29,140,1,-13026775.906720199,41.135886311531074,Hf30LaO63Si_sc222/No29/140
931,Hf30LaO63Si,222,61,140,1,-13026776.583772501,19.75528734922409,Hf30LaO63Si_sc222/No61/140
932,Hf30LaO63Si,222,137,27,4,-13026776.431278199,24.57089674472809,Hf30LaO63Si_sc222/No137/27
933,Hf30LaO63Si,222,14,141,1,-13026777.3996206,-6.008336842060089,Hf30LaO63Si_sc222/No14/141
934,Hf30LaO63Si,222,29,141,1,-13026776.1246575,34.25365579128265,Hf30LaO63Si_sc222/No29/141
935,Hf30LaO63Si,222,61,141,1,-13026776.5627233,20.41999888420105,Hf30LaO63Si_sc222/No61/141
936,Hf30LaO63Si,222,137,28,4,-13026776.7513271,14.464089453220367,Hf30LaO63Si_sc222/No137/28
937,Hf30LaO63Si,222,14,142,1,-13026776.596432302,19.355504095554352,Hf30LaO63Si_sc222/No14/142
938,Hf30LaO63Si,222,29,142,1,-13026776.6378121,18.04877370595932,Hf30LaO63Si_sc222/No29/142
939,Hf30LaO63Si,222,61,142,1,-13026776.624347,18.473987340927124,Hf30LaO63Si_sc222/No61/142
940,Hf30LaO63Si,222,137,29,8,-13026776.6852464,16.550848364830014,Hf30LaO63Si_sc222/No137/29
941,Hf30LaO63Si,222,14,143,1,-13026777.4080429,-6.274304270744324,Hf30LaO63Si_sc222/No14/143
942,Hf30LaO63Si,222,29,143,1,-13026775.9542614,39.6345852613449,Hf30LaO63Si_sc222/No29/143
943,Hf30LaO63Si,222,61,143,1,-13026776.214448899,31.418137788772587,Hf30LaO63Si_sc222/No61/143
944,Hf30LaO63Si,222,137,30,4,-13026776.027011098,37.337226390838616,Hf30LaO63Si_sc222/No137/30
945,Hf30LaO63Si,222,14,144,1,-13026777.450315598,-7.6092315316200265,Hf30LaO63Si_sc222/No14/144
946,Hf30LaO63Si,222,29,144,1,-13026775.523822801,53.227383196353905,Hf30LaO63Si_sc222/No29/144
947,Hf30LaO63Si,222,61,144,1,-13026777.1680583,1.30415678024292,Hf30LaO63Si_sc222/No61/144
948,Hf30LaO63Si,222,14,145,1,-13026777.4766801,-8.441794693470001,Hf30LaO63Si_sc222/No14/145
949,Hf30LaO63Si,222,29,145,1,-13026776.7823849,13.483316838741302,Hf30LaO63Si_sc222/No29/145
950,Hf30LaO63Si,222,61,145,1,-13026777.2296138,-0.6397010684013367,Hf30LaO63Si_sc222/No61/145
951,Hf30LaO63Si,222,14,146,1,-13026777.494916301,-9.017674684524538,Hf30LaO63Si_sc222/No14/146
952,Hf30LaO63Si,222,29,146,1,-13026776.247936301,30.36064100265503,Hf30LaO63Si_sc222/No29/146
953,Hf30LaO63Si,222,61,146,1,-13026776.9583187,7.927512586116791,Hf30LaO63Si_sc222/No61/146
954,Hf30LaO63Si,222,14,147,1,-13026776.9888434,6.963574767112732,Hf30LaO63Si_sc222/No14/147
955,Hf30LaO63Si,222,29,147,1,-13026776.1964679,31.98595893383026,Hf30LaO63Si_sc222/No29/147
956,Hf30LaO63Si,222,61,147,1,-13026776.4896135,22.72872942686081,Hf30LaO63Si_sc222/No61/147
957,Hf30LaO63Si,222,14,148,1,-13026777.893921401,-21.617835760116574,Hf30LaO63Si_sc222/No14/148
958,Hf30LaO63Si,222,29,148,1,-13026776.576684,19.979134738445282,Hf30LaO63Si_sc222/No29/148
959,Hf30LaO63Si,222,61,148,1,-13026776.283526199,29.23674947023392,Hf30LaO63Si_sc222/No61/148
960,Hf30LaO63Si,222,14,149,1,-13026776.6401987,17.97340732812882,Hf30LaO63Si_sc222/No14/149
961,Hf30LaO63Si,222,29,149,1,-13026776.0515248,36.563109517097466,Hf30LaO63Si_sc222/No29/149
962,Hf30LaO63Si,222,61,149,1,-13026775.8842119,41.846674680709846,Hf30LaO63Si_sc222/No61/149
963,Hf30LaO63Si,222,14,150,1,-13026777.235916499,-0.8387337327003479,Hf30LaO63Si_sc222/No14/150
964,Hf30LaO63Si,222,29,150,1,-13026775.7975085,44.58467674255371,Hf30LaO63Si_sc222/No29/150
965,Hf30LaO63Si,222,61,150,1,-13026776.3837618,26.071414649486538,Hf30LaO63Si_sc222/No61/150
966,Hf30LaO63Si,222,14,151,1,-13026776.6690905,17.061034619808193,Hf30LaO63Si_sc222/No14/151
967,Hf30LaO63Si,222,29,151,1,-13026776.3892423,25.89834630489349,Hf30LaO63Si_sc222/No29/151
968,Hf30LaO63Si,222,61,151,1,-13026776.0940815,35.219213664531715,Hf30LaO63Si_sc222/No61/151
969,Hf30LaO63Si,222,14,152,1,-13026776.8414521,11.618036866188051,Hf30LaO63Si_sc222/No14/152
970,Hf30LaO63Si,222,29,152,1,-13026775.8639991,42.48497360944747,Hf30LaO63Si_sc222/No29/152
971,Hf30LaO63Si,222,61,152,1,-13026776.6292211,18.320068359375,Hf30LaO63Si_sc222/No61/152
972,Hf30LaO63Si,222,14,153,1,-13026777.599592099,-12.32322633266449,Hf30LaO63Si_sc222/No14/153
973,Hf30LaO63Si,222,29,153,1,-13026776.766345,13.98983997106552,Hf30LaO63Si_sc222/No29/153
974,Hf30LaO63Si,222,61,153,1,-13026777.251754599,-1.3388842940330503,Hf30LaO63Si_sc222/No61/153
975,Hf30LaO63Si,222,14,154,1,-13026777.7883908,-18.285290479660034,Hf30LaO63Si_sc222/No14/154
976,Hf30LaO63Si,222,29,154,1,-13026776.3927093,25.78886204957962,Hf30LaO63Si_sc222/No29/154
977,Hf30LaO63Si,222,61,154,1,-13026776.861699302,10.978651404380797,Hf30LaO63Si_sc222/No61/154
978,Hf30LaO63Si,222,14,155,1,-13026777.172375,1.16784006357193,Hf30LaO63Si_sc222/No14/155
979,Hf30LaO63Si,222,29,155,1,-13026775.950917501,39.740182042121894,Hf30LaO63Si_sc222/No29/155
980,Hf30LaO63Si,222,61,155,1,-13026776.4001316,25.554473638534546,Hf30LaO63Si_sc222/No61/155
981,Hf30LaO63Si,222,14,156,1,-13026777.1443919,2.051516830921173,Hf30LaO63Si_sc222/No14/156
982,Hf30LaO63Si,222,29,156,1,-13026775.9552395,39.603697896003716,Hf30LaO63Si_sc222/No29/156
983,Hf30LaO63Si,222,61,156,1,-13026776.282642301,29.264662146568302,Hf30LaO63Si_sc222/No61/156
984,Hf30LaO63Si,222,14,157,1,-13026776.9942756,6.792031526565553,Hf30LaO63Si_sc222/No14/157
985,Hf30LaO63Si,222,29,157,1,-13026776.118997,34.43240839242935,Hf30LaO63Si_sc222/No29/157
986,Hf30LaO63Si,222,61,157,1,-13026776.0888946,35.383010506629944,Hf30LaO63Si_sc222/No61/157
987,Hf30LaO63Si,222,14,158,1,-13026776.637247099,18.06661576032639,Hf30LaO63Si_sc222/No14/158
988,Hf30LaO63Si,222,29,158,1,-13026775.8524628,42.84927779436112,Hf30LaO63Si_sc222/No29/158
989,Hf30LaO63Si,222,61,158,1,-13026776.292318301,28.959104239940643,Hf30LaO63Si_sc222/No61/158
990,Hf30LaO63Si,222,14,159,1,-13026776.9419607,8.444081008434296,Hf30LaO63Si_sc222/No14/159
991,Hf30LaO63Si,222,29,159,1,-13026775.9028283,41.25878840684891,Hf30LaO63Si_sc222/No29/159
992,Hf30LaO63Si,222,61,159,1,-13026775.9626741,39.36892104148865,Hf30LaO63Si_sc222/No61/159
993,Hf30LaO63Si,222,14,160,1,-13026777.1393815,2.2097399830818176,Hf30LaO63Si_sc222/No14/160
994,Hf30LaO63Si,222,29,160,1,-13026775.7124391,47.27107888460159,Hf30LaO63Si_sc222/No29/160
995,Hf30LaO63Si,222,61,160,1,-13026776.5372039,21.225874722003933,Hf30LaO63Si_sc222/No61/160
996,Hf30LaO63Si,222,14,161,1,-13026777.6897396,-15.16998952627182,Hf30LaO63Si_sc222/No14/161
997,Hf30LaO63Si,222,29,161,1,-13026776.834103,11.8501136302948,Hf30LaO63Si_sc222/No29/161
998,Hf30LaO63Si,222,61,161,1,-13026777.5441408,-10.57213270664215,Hf30LaO63Si_sc222/No61/161
999,Hf30LaO63Si,222,14,162,1,-13026778.074001402,-27.304572761058807,Hf30LaO63Si_sc222/No14/162
1000,Hf30LaO63Si,222,29,162,1,-13026776.4260047,24.737428426742554,Hf30LaO63Si_sc222/No29/162
1001,Hf30LaO63Si,222,61,162,1,-13026776.976593401,7.350416779518127,Hf30LaO63Si_sc222/No61/162
1002,Hf30LaO63Si,222,14,163,1,-13026777.396036,-5.89513897895813,Hf30LaO63Si_sc222/No14/163
1003,Hf30LaO63Si,222,29,163,1,-13026776.1936124,32.07613253593445,Hf30LaO63Si_sc222/No29/163
1004,Hf30LaO63Si,222,61,163,1,-13026776.8229143,12.203440964221954,Hf30LaO63Si_sc222/No61/163
1005,Hf30LaO63Si,222,14,164,1,-13026777.3442687,-4.260382056236267,Hf30LaO63Si_sc222/No14/164
1006,Hf30LaO63Si,222,29,164,1,-13026775.959032198,39.48392844200134,Hf30LaO63Si_sc222/No29/164
1007,Hf30LaO63Si,222,61,164,1,-13026776.4575254,23.74203789234161,Hf30LaO63Si_sc222/No61/164
